timestamp,pm25_ug_m3,gas_ppm
2025-09-02 00:49:41,3.55,145.55
2025-09-02 00:49:43,3.55,146.97
2025-09-02 00:49:45,3.55,147.36
2025-09-02 00:49:47,3.55,146.62
2025-09-02 00:49:49,3.55,147.29
2025-09-02 00:49:51,1.93,149.46
2025-09-02 00:49:53,1.93,149.13
2025-09-02 00:49:55,1.93,149.09
2025-09-02 00:49:57,1.93,149.05
2025-09-02 00:49:59,1.93,148.7
2025-09-02 00:50:01,1.93,147.49
2025-09-02 00:50:03,1.93,150.64
2025-09-02 00:50:05,1.93,149.76
2025-09-02 00:50:07,7.9,150.02
2025-09-02 00:50:09,13.46,150.11
2025-09-02 00:50:11,11.85,149.24
2025-09-02 00:50:13,11.85,149.07
2025-09-02 00:50:15,11.85,148.3
2025-09-02 00:50:17,11.85,147.48
2025-09-02 00:50:25,11.85,148.67
2025-09-02 00:50:27,9.83,147.87
2025-09-02 00:50:29,11.04,148.08
2025-09-02 00:50:31,16.68,149.32
2025-09-02 00:50:33,16.68,148.92
2025-09-02 00:50:35,16.68,148.39
2025-09-02 00:50:37,16.68,147.76
2025-09-02 00:50:39,16.68,147.46
2025-09-02 00:50:41,16.68,148.6
2025-09-02 00:50:43,16.68,149.52
2025-09-02 00:50:45,16.68,150.26
2025-09-02 00:50:47,12.73,147.92
2025-09-02 00:50:49,5.96,148.23
2025-09-02 00:50:51,0.0,149.0
2025-09-02 00:50:53,0.0,148.04
2025-09-02 00:50:55,0.0,148.42
2025-09-02 00:50:57,1.13,148.2
2025-09-02 00:50:59,2.26,148.77
2025-09-02 00:51:01,2.58,148.37
2025-09-02 00:51:03,2.58,148.06
2025-09-02 00:51:05,2.58,147.8
2025-09-02 00:51:07,2.58,147.7
2025-09-02 00:51:09,2.58,147.63
2025-09-02 00:51:11,2.58,148.42
2025-09-02 00:51:13,2.58,148.2
2025-09-02 00:51:15,2.58,147.71
2025-09-02 00:51:17,1.45,146.9
2025-09-02 00:51:19,0.32,147.3
2025-09-02 00:51:21,0.0,147.09
2025-09-02 00:51:23,0.0,142.61
2025-09-02 00:51:25,2.74,144.3
2025-09-02 00:51:27,5.08,145.54
2025-09-02 00:51:29,5.4,145.68
2025-09-02 00:51:31,5.4,146.43
2025-09-02 00:51:33,5.4,146.82
2025-09-02 00:51:35,5.4,145.18
2025-09-02 00:51:37,5.4,144.98
2025-09-02 00:51:39,5.4,144.92
2025-09-02 00:51:41,5.4,145.4
2025-09-02 00:51:43,5.4,145.78
2025-09-02 00:51:45,2.66,145.99
2025-09-02 00:51:47,0.32,144.51
2025-09-02 00:51:49,0.0,146.24
2025-09-02 00:51:51,0.0,146.25
2025-09-02 00:51:53,0.0,146.46
2025-09-02 00:51:55,0.0,146.21
2025-09-02 00:51:57,0.0,146.65
2025-09-02 00:51:59,0.0,147.1
2025-09-02 00:52:01,0.0,148.1
2025-09-02 00:52:03,0.0,147.42
2025-09-02 00:52:05,3.14,147.93
2025-09-02 00:52:07,5.08,148.44
2025-09-02 00:52:09,6.21,147.69
2025-09-02 00:52:11,7.33,148.26
2025-09-02 00:52:13,8.06,147.96
2025-09-02 00:52:15,8.06,147.83
2025-09-02 00:52:17,8.06,147.62
2025-09-02 00:52:19,8.06,147.88
2025-09-02 00:52:21,8.06,148.3
2025-09-02 00:52:23,8.06,147.89
2025-09-02 00:52:25,4.92,148.52
2025-09-02 00:52:27,2.98,148.91
2025-09-02 00:52:29,1.85,147.87
2025-09-02 00:52:31,0.73,148.71
2025-09-02 00:52:33,0.0,147.91
2025-09-02 00:52:35,0.0,147.79
2025-09-02 00:52:37,0.0,148.23
2025-09-02 00:52:39,0.0,147.52
2025-09-02 00:52:41,0.0,147.48
2025-09-02 00:52:43,0.0,147.76
2025-09-02 00:52:45,0.0,147.15
2025-09-02 00:52:47,0.0,148.14
2025-09-02 00:52:49,0.0,148.61
2025-09-02 00:52:51,0.0,149.42
2025-09-02 00:52:53,0.0,148.9
2025-09-02 00:52:55,0.0,148.06
2025-09-02 00:52:57,0.0,148.33
2025-09-02 00:52:59,0.0,147.92
2025-09-02 00:53:01,0.0,147.59
2025-09-02 00:53:03,0.0,146.91
2025-09-02 00:53:05,0.0,147.63
2025-09-02 00:53:07,0.0,147.46
2025-09-02 00:53:09,0.0,146.91
2025-09-02 00:53:11,0.0,145.25
2025-09-02 00:53:13,0.0,145.35
2025-09-02 00:53:15,1.13,146.06
2025-09-02 00:53:17,2.26,146.31
2025-09-02 00:53:19,2.26,147.36
2025-09-02 00:53:21,2.26,147.14
2025-09-02 00:53:23,2.26,148.68
2025-09-02 00:53:25,2.26,149.69
2025-09-02 00:53:27,2.26,149.21
2025-09-02 00:53:29,2.26,148.94
2025-09-02 00:53:31,2.26,149.36
2025-09-02 00:53:33,2.26,148.22
2025-09-02 00:53:35,1.13,148.68
2025-09-02 00:53:37,0.0,149.04
2025-09-02 00:53:39,0.0,149.44
2025-09-02 00:53:41,0.0,152.08
2025-09-02 00:53:43,0.0,152.2
2025-09-02 00:53:45,2.74,150.91
2025-09-02 00:53:47,3.06,150.19
2025-09-02 00:53:49,3.06,150.9
2025-09-02 00:53:51,3.06,150.5
2025-09-02 00:53:53,3.06,150.93
2025-09-02 00:53:55,3.06,150.31
2025-09-02 00:53:57,3.06,151.43
2025-09-02 00:53:59,3.06,150.5
2025-09-02 00:54:01,3.06,151.04
2025-09-02 00:54:03,3.06,149.67
2025-09-02 00:54:05,0.32,150.16
2025-09-02 00:54:07,0.0,150.23
2025-09-02 00:54:09,0.0,147.9
2025-09-02 00:54:11,6.37,148.42
2025-09-02 00:54:13,10.32,147.99
2025-09-02 00:54:15,10.32,148.71
2025-09-02 00:54:17,10.32,146.68
2025-09-02 00:54:19,10.32,146.81
2025-09-02 00:54:21,10.32,146.7
2025-09-02 00:54:23,10.32,146.82
2025-09-02 00:54:25,10.32,147.99
