timestamp,pm25_ug_m3,gas_ppm
2025-09-03 14:37:43,0.0,33.19
2025-09-03 14:37:49,0.0,64.97
2025-09-03 14:37:54,0.0,88.95
2025-09-03 14:37:59,0.0,108.61
2025-09-03 14:38:05,0.0,120.37
2025-09-03 14:38:10,0.0,130.36
2025-09-03 14:38:16,0.0,137.04
2025-09-03 14:38:21,0.0,140.56
2025-09-03 14:38:27,0.0,143.51
2025-09-03 14:38:32,0.0,146.85
2025-09-03 15:04:09,0.0,23.16
2025-09-03 15:04:15,0.0,41.47
2025-09-03 15:04:20,0.0,55.37
2025-09-03 15:04:26,0.0,66.6
2025-09-03 15:08:48,0.0,103.94
2025-09-03 15:08:54,0.0,103.94
2025-09-03 15:08:59,0.0,103.94
2025-09-03 15:09:04,0.0,103.94
2025-09-03 15:09:09,0.0,103.94
2025-09-03 15:09:14,0.0,103.94
2025-09-03 15:09:19,0.0,103.94
2025-09-03 15:09:24,0.0,103.94
2025-09-03 15:09:29,0.0,103.94
2025-09-03 15:09:35,0.0,103.94
2025-09-03 15:09:40,0.0,103.94
2025-09-03 15:09:45,0.0,103.94
2025-09-03 15:09:50,0.0,103.94
2025-09-03 15:09:55,0.0,103.94
2025-09-03 15:10:00,0.0,103.94
2025-09-03 15:10:05,0.0,103.94
2025-09-03 15:10:10,0.0,103.94
2025-09-03 15:10:16,0.0,103.94
2025-09-03 15:10:21,0.0,103.94
2025-09-03 15:10:26,0.0,103.94
2025-09-03 15:10:31,0.0,103.94
2025-09-03 15:10:36,0.0,103.94
2025-09-03 15:10:41,0.0,103.94
2025-09-03 15:10:46,0.0,103.94
2025-09-03 15:10:51,0.0,103.94
2025-09-03 15:10:56,0.0,103.94
2025-09-03 15:11:02,0.0,103.94
2025-09-03 15:11:07,0.0,103.94
2025-09-03 15:11:12,0.0,103.94
2025-09-03 15:11:17,0.0,103.94
2025-09-03 15:11:22,0.0,103.94
2025-09-03 15:11:27,0.0,103.94
2025-09-03 15:11:32,0.0,103.94
2025-09-03 15:11:37,0.0,103.94
2025-09-03 15:11:43,0.0,103.94
2025-09-03 15:11:48,0.0,103.94
2025-09-03 15:11:53,0.0,103.94
2025-09-03 15:11:58,0.0,103.94
2025-09-03 15:12:03,0.0,103.94
2025-09-03 15:12:08,0.0,103.94
2025-09-03 15:12:13,0.0,103.94
2025-09-03 15:12:18,0.0,103.94
2025-09-03 15:12:24,0.0,103.94
2025-09-03 15:12:29,0.0,103.94
2025-09-03 15:12:34,0.0,103.94
2025-09-03 15:12:39,0.0,103.94
2025-09-03 15:12:44,0.0,103.94
2025-09-03 15:12:49,0.0,103.94
2025-09-03 15:12:54,0.0,103.94
2025-09-03 15:12:59,0.0,103.94
2025-09-03 15:13:05,0.0,103.94
2025-09-03 15:13:10,0.0,103.94
2025-09-03 15:13:15,0.0,103.94
2025-09-03 15:13:20,0.0,103.94
2025-09-03 15:13:25,0.0,103.94
2025-09-03 15:13:30,0.0,103.94
2025-09-03 15:13:35,0.0,103.94
2025-09-03 15:13:40,0.0,103.94
2025-09-03 15:13:45,0.0,103.94
2025-09-03 15:13:51,0.0,103.94
2025-09-03 15:13:56,0.0,103.94
2025-09-03 15:14:01,0.0,103.94
2025-09-03 15:14:06,0.0,103.94
2025-09-03 15:14:11,0.0,103.94
2025-09-03 15:14:16,0.0,103.94
2025-09-03 15:14:21,0.0,103.94
2025-09-03 15:14:26,0.0,103.94
2025-09-03 15:14:32,0.0,103.94
2025-09-03 15:14:37,0.0,103.94
2025-09-03 15:14:42,0.0,103.94
2025-09-03 15:14:47,0.0,103.94
2025-09-03 15:15:00,0.0,23.85
2025-09-03 15:15:05,0.0,41.83
2025-09-03 15:15:11,0.0,56.1
2025-09-03 15:15:16,0.0,67.62
2025-09-03 15:15:22,0.0,77.06
2025-09-03 15:15:27,0.0,84.39
2025-09-03 15:15:33,0.0,89.08
2025-09-03 15:15:38,0.0,92.72
2025-09-03 15:15:44,0.0,96.06
2025-09-03 15:15:49,0.0,98.84
2025-09-03 15:15:54,0.0,101.7
2025-09-03 15:16:00,0.0,104.33
2025-09-03 15:16:05,0.0,111.66
2025-09-03 15:16:11,0.0,115.05
2025-09-03 15:16:16,0.0,115.22
2025-09-03 15:16:22,0.0,115.7
2025-09-03 15:16:27,0.0,116.19
2025-09-03 15:16:33,0.0,116.13
2025-09-03 15:16:38,0.0,116.42
2025-09-03 15:16:43,0.0,117.45
2025-09-03 15:16:49,0.0,116.38
2025-09-03 15:16:54,0.0,115.09
2025-09-03 15:17:00,0.0,113.43
2025-09-03 15:17:05,0.0,112.73
2025-09-03 15:17:11,0.0,111.65
2025-09-03 15:17:16,0.0,110.57
2025-09-03 15:17:22,0.0,108.89
2025-09-03 15:17:27,0.0,107.86
2025-09-03 15:17:32,0.0,106.22
2025-09-03 15:17:38,0.0,102.83
2025-09-03 15:17:43,0.0,100.86
2025-09-03 15:17:49,0.0,99.0
2025-09-03 15:17:54,0.0,98.07
2025-09-03 15:18:00,0.0,96.4
2025-09-03 15:18:05,0.0,96.09
